198.0,4.762393010306914e-81
110.0,5.27031148431131e-77
170.0,4.615376738585775e-76
133.0,5.747674951123706e-74
134.0,7.585991176828552e-74
11.0,4.6666244601256024e-70
167.0,6.938776084638996e-70
113.0,1.5723034885819572e-69
114.0,2.6521316220604766e-69
158.0,2.709419767606453e-67
180.0,1.23579084982251e-63
143.0,1.6262222642722185e-63
218.0,2.149681712388309e-62
144.0,8.720592446556294e-62
28.0,4.78653609569737e-60
208.0,5.6294190527267845e-56
159.0,1.151574160781496e-54
123.0,2.0863739991994147e-53
124.0,4.758817740340916e-53
194.0,7.972481897062951e-52
193.0,8.143409128560974e-52
187.0,5.456139541827178e-48
189.0,6.098518289842308e-48
213.0,1.640864595704264e-45
214.0,1.7938805537447375e-45
169.0,8.163484752955933e-44
157.0,4.497928213337855e-42
179.0,3.6136452709585116e-41
176.0,2.3641634979446777e-40
177.0,5.976186171194828e-40
120.0,2.445562734210709e-38
18.0,2.90727905097641e-36
160.0,7.765147460272388e-36
131.0,7.860543111316591e-36
238.0,3.024967234784156e-34
228.0,1.6970382351688652e-32
204.0,2.974159769949501e-32
203.0,2.9911320437242765e-32
184.0,2.0744085482283264e-31
168.0,2.191916051120325e-31
107.0,7.442622476938229e-31
251.0,2.8112330294549068e-30
130.0,1.5809388135061214e-29
183.0,1.869333670019111e-29
140.0,2.6577897076672763e-28
256.0,2.4197818890879383e-25
216.0,6.982421588363653e-24
236.0,9.187730639638557e-24
182.0,2.205667899475509e-23
262.0,4.371847047998301e-23
83.0,9.461070114356026e-23
136.0,9.75743432802829e-23
93.0,5.764546198034509e-22
156.0,6.79741486010524e-22
80.0,1.3337815477169375e-21
241.0,2.0554665953116505e-21
268.0,6.636400719405676e-21
191.0,1.10248510296406e-20
254.0,7.996048667717174e-20
253.0,9.746091967328689e-20
229.0,3.784167871699927e-19
150.0,5.7349988826469105e-19
231.0,8.456826047502092e-19
16.0,2.6920115664348758e-18
171.0,6.7601182885817716e-18
109.0,1.1234407990447092e-17
73.0,2.53383351079135e-17
138.0,1.28886833519391e-16
220.0,1.3316095852361938e-16
100.0,1.4202866959863593e-16
173.0,1.430084999976742e-16
174.0,1.643431269598762e-16
57.0,8.884558130209977e-16
3.0,1.340716634476543e-15
201.0,1.8099527381877412e-15
154.0,2.5890934785038963e-15
153.0,3.192498954155653e-15
221.0,4.418604362774399e-15
