89.0,2.6840706373000423e-14
181.0,7.668004256031802e-14
149.0,1.1332428622334424e-13
70.0,1.6928709814504182e-13
63.0,2.1349686207300747e-13
103.0,2.5533028874649807e-13
252.0,2.820182138688382e-13
87.0,3.1609217109178584e-13
243.0,5.877303080427436e-13
244.0,6.234437773042165e-13
25.0,8.540334353425216e-13
146.0,9.193236921682427e-13
59.0,1.236626128658606e-12
26.0,1.8024739673039303e-12
8.0,2.495128742759764e-12
53.0,2.731386807272188e-12
67.0,3.501800456010077e-12
77.0,3.9552067964050785e-12
147.0,4.005012018771897e-12
151.0,4.502621334840492e-12
4.0,5.902343858517644e-12
43.0,8.230630714326194e-12
0.0,1.0148788500382e-11
90.0,1.1464412927037726e-11
50.0,1.1610886933628272e-11
7.0,1.2314536948137735e-11
79.0,1.2510808334531369e-11
118.0,1.2600864649230003e-11
94.0,1.5435994935747378e-11
78.0,1.5476508510918346e-11
9.0,2.0654827158787434e-11
40.0,2.7187449840100388e-11
84.0,2.8581941915619606e-11
227.0,2.946782941764711e-11
224.0,4.2446002487117155e-11
68.0,4.4732728930796495e-11
33.0,4.526503902978303e-11
223.0,4.939624886616484e-11
6.0,4.967801983459308e-11
51.0,5.373240540295222e-11
58.0,5.6374175630880004e-11
49.0,5.893920641388513e-11
48.0,6.969522769342098e-11
248.0,8.080546975119189e-11
1.0,8.509036816527538e-11
56.0,8.5193942273158e-11
66.0,1.0490606105108574e-10
60.0,1.3827829600045581e-10
74.0,1.7787173764604552e-10
128.0,1.822983979864973e-10
69.0,1.8849173521595407e-10
44.0,3.071437181700241e-10
41.0,3.2251204597105143e-10
38.0,3.692777412614051e-10
141.0,4.0965400213324473e-10
64.0,4.350283994037469e-10
54.0,6.343540115374718e-10
233.0,7.245827592601207e-10
234.0,7.682220080977078e-10
76.0,8.124404111837743e-10
71.0,9.702020908291109e-10
122.0,1.1744819320561375e-09
162.0,1.2173695221125467e-09
88.0,1.3455647860559665e-09
31.0,2.6680491273663688e-09
46.0,5.505643928481997e-09
61.0,5.519231355469526e-09
246.0,6.710250699597581e-09
34.0,7.647475465947404e-09
250.0,9.017861391765707e-09
106.0,1.90781219760716e-08
2.0,2.2469470750527094e-08
30.0,2.8837161834556963e-08
196.0,3.710622113856092e-08
267.0,4.592642453931729e-08
185.0,6.570719446156151e-08
86.0,7.000385160098994e-08
29.0,7.021391895563692e-08
39.0,7.301989437053167e-08
260.0,7.906413019814725e-08
96.0,8.213137022803987e-08
47.0,8.40317240299977e-08
19.0,1.0046634301760992e-07
175.0,1.7578899059812594e-07
98.0,1.904021481536353e-07
91.0,2.0884228641703322e-07
22.0,2.14677902347246e-07
17.0,2.2935122756036627e-07
10.0,3.5347620019437367e-07
235.0,3.930558753707538e-07
245.0,5.211332613474189e-07
111.0,7.249472089870752e-07
104.0,1.8509457478606274e-06
99.0,2.501158718262674e-06
222.0,6.5406169840559765e-06
190.0,7.2469711783441635e-06
27.0,7.35137413758724e-06
261.0,9.502730512413788e-06
178.0,1.3672773715732756e-05
239.0,1.5002919288955886e-05
242.0,1.5622080202880128e-05
206.0,1.8929223570511067e-05
81.0,2.9208221646890805e-05
97.0,3.5978811804144734e-05
36.0,4.095453652522998e-05
105.0,4.578684330763472e-05
232.0,5.8218489327109814e-05
20.0,6.627352852076327e-05
148.0,9.183761036501871e-05
199.0,0.00010147694277418792
125.0,0.0001697164728134773
12.0,0.00020725928145154545
200.0,0.00026148029543614644
139.0,0.0002767913100479767
37.0,0.00033403251860252177
21.0,0.00035025279019597816
165.0,0.00044385738107234965
129.0,0.0005223614518260345
210.0,0.0006828617861792774
112.0,0.000972412103761131
212.0,0.0009784879355556836
240.0,0.001307108743804837
269.0,0.001567811373384711
225.0,0.001892656921012313
101.0,0.0022112763281494545
102.0,0.0031726654766536986
209.0,0.0034844809461086024
163.0,0.005082390347952477
121.0,0.005265687590064768
35.0,0.005337085831301912
164.0,0.006844493742703676
32.0,0.006848542146179361
219.0,0.008257834323266556
202.0,0.008536448129827368
52.0,0.008814869297133304
142.0,0.010089921932527016
247.0,0.01064853279388123
264.0,0.011147363189384089
5.0,0.014811700719023588
230.0,0.015244534965797607
226.0,0.02654180200707914
259.0,0.03158653827755825
117.0,0.035418876851791674
258.0,0.03882346652395138
263.0,0.041082664760724044
257.0,0.04724654579456245
155.0,0.06542560098710837
42.0,0.06548436742792588
137.0,0.06929838627087834
152.0,0.07264997569436736
65.0,0.07487854393159259
75.0,0.1206768016607956
23.0,0.14166986694271452
24.0,0.14385103059172163
265.0,0.14871809320861404
45.0,0.15013685917584188
161.0,0.17434306656123483
135.0,0.17989012788226427
215.0,0.2008883397304994
249.0,0.25593890502999633
188.0,0.272305132497438
82.0,0.2805719508285426
119.0,0.2812116254131565
116.0,0.31010695491910995
266.0,0.34286813987000386
192.0,0.3738185680328898
186.0,0.38159804675499953
62.0,0.45377519785892595
115.0,0.49927827822826354
197.0,0.4997792117408192
14.0,0.5030505919070628
13.0,0.5047717708321289
237.0,0.6030360396089034
127.0,0.6183247030638469
211.0,0.6250938623558899
172.0,0.6415817046258345
132.0,0.7433656350888282
195.0,0.7556071214495856
108.0,0.7663337577803148
92.0,0.7869801680960441
72.0,0.7872045526413717
145.0,0.8197203331532185
205.0,0.8478756102084992
207.0,0.8538377169487145
15.0,0.8560215895623634
126.0,0.8847933352431665
55.0,0.8968268712709206
85.0,0.8999630578369657
95.0,0.935845250461556
255.0,0.9450087350279947
217.0,0.9695416157234515
166.0,0.9776720691188254
