0.0,1.0148788500382e-11
1.0,8.509036816527538e-11
2.0,2.2469470750527094e-08
3.0,1.340716634476543e-15
4.0,5.902343858517644e-12
5.0,0.014811700719023588
6.0,4.967801983459308e-11
7.0,1.2314536948137735e-11
8.0,2.495128742759764e-12
9.0,2.0654827158787434e-11
10.0,3.5347620019437367e-07
11.0,4.6666244601256024e-70
12.0,0.00020725928145154545
13.0,0.5047717708321289
14.0,0.5030505919070628
15.0,0.8560215895623634
16.0,2.6920115664348758e-18
17.0,2.2935122756036627e-07
18.0,2.90727905097641e-36
19.0,1.0046634301760992e-07
20.0,6.627352852076327e-05
21.0,0.00035025279019597816
22.0,2.14677902347246e-07
23.0,0.14166986694271452
24.0,0.14385103059172163
25.0,8.540334353425216e-13
26.0,1.8024739673039303e-12
27.0,7.35137413758724e-06
28.0,4.78653609569737e-60
29.0,7.021391895563692e-08
30.0,2.8837161834556963e-08
31.0,2.6680491273663688e-09
32.0,0.006848542146179361
33.0,4.526503902978303e-11
34.0,7.647475465947404e-09
35.0,0.005337085831301912
36.0,4.095453652522998e-05
37.0,0.00033403251860252177
38.0,3.692777412614051e-10
39.0,7.301989437053167e-08
40.0,2.7187449840100388e-11
41.0,3.2251204597105143e-10
42.0,0.06548436742792588
43.0,8.230630714326194e-12
44.0,3.071437181700241e-10
45.0,0.15013685917584188
46.0,5.505643928481997e-09
47.0,8.40317240299977e-08
48.0,6.969522769342098e-11
49.0,5.893920641388513e-11
50.0,1.1610886933628272e-11
51.0,5.373240540295222e-11
52.0,0.008814869297133304
53.0,2.731386807272188e-12
54.0,6.343540115374718e-10
55.0,0.8968268712709206
56.0,8.5193942273158e-11
57.0,8.884558130209977e-16
58.0,5.6374175630880004e-11
59.0,1.236626128658606e-12
60.0,1.3827829600045581e-10
61.0,5.519231355469526e-09
62.0,0.45377519785892595
63.0,2.1349686207300747e-13
64.0,4.350283994037469e-10
65.0,0.07487854393159259
66.0,1.0490606105108574e-10
67.0,3.501800456010077e-12
68.0,4.4732728930796495e-11
69.0,1.8849173521595407e-10
70.0,1.6928709814504182e-13
71.0,9.702020908291109e-10
72.0,0.7872045526413717
73.0,2.53383351079135e-17
74.0,1.7787173764604552e-10
75.0,0.1206768016607956
76.0,8.124404111837743e-10
77.0,3.9552067964050785e-12
78.0,1.5476508510918346e-11
79.0,1.2510808334531369e-11
80.0,1.3337815477169375e-21
81.0,2.9208221646890805e-05
82.0,0.2805719508285426
83.0,9.461070114356026e-23
84.0,2.8581941915619606e-11
85.0,0.8999630578369657
86.0,7.000385160098994e-08
87.0,3.1609217109178584e-13
88.0,1.3455647860559665e-09
89.0,2.6840706373000423e-14
90.0,1.1464412927037726e-11
91.0,2.0884228641703322e-07
92.0,0.7869801680960441
93.0,5.764546198034509e-22
94.0,1.5435994935747378e-11
95.0,0.935845250461556
96.0,8.213137022803987e-08
97.0,3.5978811804144734e-05
98.0,1.904021481536353e-07
99.0,2.501158718262674e-06
100.0,1.4202866959863593e-16
101.0,0.0022112763281494545
102.0,0.0031726654766536986
103.0,2.5533028874649807e-13
104.0,1.8509457478606274e-06
105.0,4.578684330763472e-05
106.0,1.90781219760716e-08
107.0,7.442622476938229e-31
108.0,0.7663337577803148
109.0,1.1234407990447092e-17
110.0,5.27031148431131e-77
111.0,7.249472089870752e-07
112.0,0.000972412103761131
113.0,1.5723034885819572e-69
114.0,2.6521316220604766e-69
115.0,0.49927827822826354
116.0,0.31010695491910995
117.0,0.035418876851791674
118.0,1.2600864649230003e-11
119.0,0.2812116254131565
120.0,2.445562734210709e-38
121.0,0.005265687590064768
122.0,1.1744819320561375e-09
123.0,2.0863739991994147e-53
124.0,4.758817740340916e-53
125.0,0.0001697164728134773
126.0,0.8847933352431665
127.0,0.6183247030638469
128.0,1.822983979864973e-10
129.0,0.0005223614518260345
130.0,1.5809388135061214e-29
131.0,7.860543111316591e-36
132.0,0.7433656350888282
133.0,5.747674951123706e-74
134.0,7.585991176828552e-74
135.0,0.17989012788226427
136.0,9.75743432802829e-23
137.0,0.06929838627087834
138.0,1.28886833519391e-16
139.0,0.0002767913100479767
140.0,2.6577897076672763e-28
141.0,4.0965400213324473e-10
142.0,0.010089921932527016
143.0,1.6262222642722185e-63
144.0,8.720592446556294e-62
145.0,0.8197203331532185
146.0,9.193236921682427e-13
147.0,4.005012018771897e-12
148.0,9.183761036501871e-05
149.0,1.1332428622334424e-13
150.0,5.7349988826469105e-19
151.0,4.502621334840492e-12
